HEAD,RELATION,TAIL
氨酚麻美糖浆,to_treat,发热
发热,treated_by,氨酚麻美糖浆
氨酚麻美糖浆,to_treat,咳嗽
咳嗽,treated_by,氨酚麻美糖浆
氨酚麻美糖浆,to_treat,鼻塞
鼻塞,treated_by,氨酚麻美糖浆
氨酚麻美糖浆,to_treat,头痛
头痛,treated_by,氨酚麻美糖浆
氨酚麻美糖浆,adverse_reaction,皮疹
皮疹,adverse_reaction_of,氨酚麻美糖浆
氨酚麻美干混悬剂,adverse_reaction,皮疹
皮疹,adverse_reaction_of,氨酚麻美干混悬剂
氨酚麻美干混悬剂,adverse_reaction,乏力
乏力,adverse_reaction_of,氨酚麻美干混悬剂
氨酚麻美干混悬剂,to_treat,发热
发热,treated_by,氨酚麻美干混悬剂
氨酚麻美干混悬剂,to_treat,鼻塞
鼻塞,treated_by,氨酚麻美干混悬剂
氨酚麻美干混悬剂,to_treat,打喷嚏
打喷嚏,treated_by,氨酚麻美干混悬剂
氨酚麻美干混悬剂,to_treat,头痛
头痛,treated_by,氨酚麻美干混悬剂
氨酚麻美干混悬剂,to_treat,咳嗽
咳嗽,treated_by,氨酚麻美干混悬剂
对乙酰氨基酚可待因,adverse_reaction,头晕....
头晕....,adverse_reaction_of,对乙酰氨基酚可待因
对乙酰氨基酚可待因,to_treat,神经痛
神经痛,treated_by,对乙酰氨基酚可待因
对乙酰氨基酚可待因,to_treat,疼痛
疼痛,treated_by,对乙酰氨基酚可待因
氨曲南,to_treat,泌尿道感染
泌尿道感染,treated_by,氨曲南
氨曲南,adverse_reaction,胃肠道癌
胃肠道癌,adverse_reaction_of,氨曲南
氨曲南,adverse_reaction,恶心
恶心,adverse_reaction_of,氨曲南
氨曲南,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,氨曲南
氨曲南,adverse_reaction,呕吐
呕吐,adverse_reaction_of,氨曲南
氨曲南,adverse_reaction,头痛
头痛,adverse_reaction_of,氨曲南
氨曲南,adverse_reaction,皮疹
皮疹,adverse_reaction_of,氨曲南
氨曲南,adverse_reaction,疼痛
疼痛,adverse_reaction_of,氨曲南
氨溴索克仑特罗,to_treat,支气管炎
支气管炎,treated_by,氨溴索克仑特罗
氨溴索克仑特罗,to_treat,哮喘
哮喘,treated_by,氨溴索克仑特罗
氨溴索克仑特罗,to_treat,肺气肿
肺气肿,treated_by,氨溴索克仑特罗
氨溴索克仑特罗,adverse_reaction,瘙痒
瘙痒,adverse_reaction_of,氨溴索克仑特罗
氨溴索克仑特罗,adverse_reaction,头晕....
头晕....,adverse_reaction_of,氨溴索克仑特罗
氨溴索克仑特罗,adverse_reaction,皮疹
皮疹,adverse_reaction_of,氨溴索克仑特罗
氨溴特罗口服溶液,to_treat,咳嗽
咳嗽,treated_by,氨溴特罗口服溶液
氨溴特罗口服溶液,to_treat,哮喘
哮喘,treated_by,氨溴特罗口服溶液
氨溴特罗口服溶液,to_treat,支气管炎
支气管炎,treated_by,氨溴特罗口服溶液
氨溴特罗口服溶液,adverse_reaction,嗜睡
嗜睡,adverse_reaction_of,氨溴特罗口服溶液
氨溴特罗口服溶液,adverse_reaction,皮疹
皮疹,adverse_reaction_of,氨溴特罗口服溶液
氨溴特罗口服溶液,adverse_reaction,心律失常
心律失常,adverse_reaction_of,氨溴特罗口服溶液
氨溴特罗口服液,to_treat,咳嗽
咳嗽,treated_by,氨溴特罗口服液
氨溴特罗口服液,to_treat,哮喘
哮喘,treated_by,氨溴特罗口服液
氨溴特罗口服液,to_treat,支气管炎
支气管炎,treated_by,氨溴特罗口服液
氨溴特罗口服液,to_treat,喘息
喘息,treated_by,氨溴特罗口服液
氨溴索,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,呕吐
呕吐,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,水肿
水肿,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,皮疹
皮疹,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,头痛
头痛,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,便秘
便秘,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,麻疹感染
麻疹感染,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,疼痛
疼痛,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,恶心
恶心,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,无力
无力,adverse_reaction_of,氨溴索
氨溴索,adverse_reaction,胃肠道癌
胃肠道癌,adverse_reaction_of,氨溴索
氨溴索,to_treat,支气管炎
支气管炎,treated_by,氨溴索
氨溴索,to_treat,支气管扩张
支气管扩张,treated_by,氨溴索
氨溴索,to_treat,气管炎
气管炎,treated_by,氨溴索
氨溴索,to_treat,哮喘
哮喘,treated_by,氨溴索
氨溴索,to_treat,肺结核
肺结核,treated_by,氨溴索
双倡,adverse_reaction,呕吐
呕吐,adverse_reaction_of,双倡
双倡,adverse_reaction,腹痛
腹痛,adverse_reaction_of,双倡
双倡,adverse_reaction,腹部不适
腹部不适,adverse_reaction_of,双倡
双倡,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,双倡
双倡,adverse_reaction,功能性消化不良
功能性消化不良,adverse_reaction_of,双倡
双倡,adverse_reaction,恶心
恶心,adverse_reaction_of,双倡
双倡,adverse_reaction,水肿
水肿,adverse_reaction_of,双倡
双倡,adverse_reaction,头痛
头痛,adverse_reaction_of,双倡
双倡,to_treat,支气管炎
支气管炎,treated_by,双倡
双倡,to_treat,哮喘
哮喘,treated_by,双倡
乐舒凡,adverse_reaction,水肿
水肿,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,胃肠道癌
胃肠道癌,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,功能性消化不良
功能性消化不良,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,呼吸困难
呼吸困难,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,麻疹感染
麻疹感染,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,呕吐
呕吐,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,恶心
恶心,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,皮疹
皮疹,adverse_reaction_of,乐舒凡
乐舒凡,adverse_reaction,发热
发热,adverse_reaction_of,乐舒凡
乐舒凡,to_treat,喘息
喘息,treated_by,乐舒凡
乐舒凡,to_treat,哮喘
哮喘,treated_by,乐舒凡
乐舒凡,to_treat,支气管炎
支气管炎,treated_by,乐舒凡
氨基酸代谢病,contains_symptom,腹水
腹水,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,肝功能衰竭
肝功能衰竭,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,皮疹
皮疹,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,流泪
流泪,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,肝硬化
肝硬化,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,疼痛
疼痛,symptom_of,氨基酸代谢病
氨基酸代谢病,contains_symptom,硬化
硬化,symptom_of,氨基酸代谢病
氨基酸代谢病,treated_by,尿素
尿素,to_treat,氨基酸代谢病
氨基葡萄糖,adverse_reaction,腹胀
腹胀,adverse_reaction_of,氨基葡萄糖
氨基葡萄糖,adverse_reaction,皮疹
皮疹,adverse_reaction_of,氨基葡萄糖
氨基葡萄糖,adverse_reaction,恶心
恶心,adverse_reaction_of,氨基葡萄糖
氨基葡萄糖,adverse_reaction,便秘
便秘,adverse_reaction_of,氨基葡萄糖
氨基葡萄糖,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,氨基葡萄糖
氨基葡萄糖,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,氨基葡萄糖
氨基葡萄糖,adverse_reaction,瘙痒
瘙痒,adverse_reaction_of,氨基葡萄糖
氨基葡萄糖,to_treat,痛风
痛风,treated_by,氨基葡萄糖
氨基葡萄糖,to_treat,骨关节炎
骨关节炎,treated_by,氨基葡萄糖
氨基葡萄糖,to_treat,疼痛
疼痛,treated_by,氨基葡萄糖
氨基葡萄糖,to_treat,骨性关节炎
骨性关节炎,treated_by,氨基葡萄糖
氨甲环酸,to_treat,月经过多
月经过多,treated_by,氨甲环酸
氨甲环酸,to_treat,脑梗
脑梗,treated_by,氨甲环酸
氨甲环酸,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,氨甲环酸
氨氯地平,to_treat,充血性心力衰竭
充血性心力衰竭,treated_by,氨氯地平
氨氯地平,to_treat,心绞痛
心绞痛,treated_by,氨氯地平
氨氯地平,to_treat,高血压
高血压,treated_by,氨氯地平
氨氯地平,adverse_reaction,出血......
出血......,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,心律失常
心律失常,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,乏力
乏力,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,充血性心力衰竭
充血性心力衰竭,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,心悸
心悸,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,胸痛
胸痛,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,无力
无力,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,心肌梗塞
心肌梗塞,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,心动过缓
心动过缓,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,低血压
低血压,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,眩晕
眩晕,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,水肿
水肿,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,口干
口干,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,慢性心房颤动
慢性心房颤动,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,尿频
尿频,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,头晕....
头晕....,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,耳鸣
耳鸣,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,胆固醇肺炎
胆固醇肺炎,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,焦虑障碍
焦虑障碍,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,疼痛
疼痛,adverse_reaction_of,氨氯地平
氨氯地平,adverse_reaction,紧张
紧张,adverse_reaction_of,氨氯地平
氨茶碱,to_treat,充血性心力衰竭
充血性心力衰竭,treated_by,氨茶碱
氨咖黄敏胶囊,adverse_reaction,乏力
乏力,adverse_reaction_of,氨咖黄敏胶囊
氨咖黄敏胶囊,adverse_reaction,头晕....
头晕....,adverse_reaction_of,氨咖黄敏胶囊
氨咖黄敏胶囊,to_treat,发热
发热,treated_by,氨咖黄敏胶囊
氨咖黄敏胶囊,to_treat,头痛
头痛,treated_by,氨咖黄敏胶囊
氨咖黄敏胶囊,to_treat,打喷嚏
打喷嚏,treated_by,氨咖黄敏胶囊
氨咖黄敏胶囊,to_treat,咽痛
咽痛,treated_by,氨咖黄敏胶囊
氨咖黄敏胶囊,to_treat,鼻塞
鼻塞,treated_by,氨咖黄敏胶囊
蚕豆病,contains_symptom,乏力
乏力,symptom_of,蚕豆病
蚕豆病,contains_symptom,溶血性贫血
溶血性贫血,symptom_of,蚕豆病
蚕豆病,contains_symptom,发热
发热,symptom_of,蚕豆病
蚕豆病,contains_symptom,呕吐
呕吐,symptom_of,蚕豆病
蚕豆病,contains_symptom,呋喃唑酮
呋喃唑酮,symptom_of,蚕豆病
蚕豆病,contains_symptom,厌食
厌食,symptom_of,蚕豆病
蚕豆病,contains_symptom,溶血
溶血,symptom_of,蚕豆病
蚕豆病,contains_symptom,抽搐
抽搐,symptom_of,蚕豆病
蚕豆病,contains_symptom,肾功能衰竭
肾功能衰竭,symptom_of,蚕豆病
蚕豆病,contains_symptom,黄疸
黄疸,symptom_of,蚕豆病
蚕豆病,contains_symptom,贫血
贫血,symptom_of,蚕豆病
蚕豆病,contains_symptom,肺炎
肺炎,symptom_of,蚕豆病
蚕豆病,contains_symptom,头痛
头痛,symptom_of,蚕豆病
蚕豆病,contains_symptom,腹泻病
腹泻病,symptom_of,蚕豆病
蚕豆病,contains_symptom,红细胞增多症
红细胞增多症,symptom_of,蚕豆病
蚕豆病,contains_symptom,代谢性酸中毒
代谢性酸中毒,symptom_of,蚕豆病
蚕豆病,contains_symptom,感染
感染,symptom_of,蚕豆病
蚕豆病,contains_symptom,休克
休克,symptom_of,蚕豆病
蚕豆病,contains_symptom,惊厥
惊厥,symptom_of,蚕豆病
蚕豆病,complication_to,代谢性酸中毒
代谢性酸中毒,complication_to,蚕豆病
蚕豆病,complication_to,贫血
贫血,complication_to,蚕豆病
蚕豆病,complication_to,溶血
溶血,complication_to,蚕豆病
蚕豆病,complication_to,抽搐
抽搐,complication_to,蚕豆病
蚁走感,related_to,狂犬病
狂犬病,related_to,蚁走感
奥拉西坦,adverse_reaction,恶心
恶心,adverse_reaction_of,奥拉西坦
奥拉西坦,to_treat,阿尔茨海默病
阿尔茨海默病,treated_by,奥拉西坦
奥替溴铵,adverse_reaction,疼痛
疼痛,adverse_reaction_of,奥替溴铵
奥替溴铵,to_treat,胃炎
胃炎,treated_by,奥替溴铵
奥替溴铵,to_treat,炎症性肠病
炎症性肠病,treated_by,奥替溴铵
奥替溴铵,to_treat,肠炎
肠炎,treated_by,奥替溴铵
二氮嗪,to_treat,胰腺炎
胰腺炎,treated_by,二氮嗪
二氮嗪,adverse_reaction,疼痛
疼痛,adverse_reaction_of,二氮嗪
二氮嗪,adverse_reaction,腹胀
腹胀,adverse_reaction_of,二氮嗪
二氮嗪,adverse_reaction,胃肠道癌
胃肠道癌,adverse_reaction_of,二氮嗪
二氮嗪,adverse_reaction,胆石症
胆石症,adverse_reaction_of,二氮嗪
二氮嗪,adverse_reaction,肠梗阻
肠梗阻,adverse_reaction_of,二氮嗪
二氮嗪,adverse_reaction,腹痛
腹痛,adverse_reaction_of,二氮嗪
二氮嗪,adverse_reaction,呕吐
呕吐,adverse_reaction_of,二氮嗪
二氮嗪,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,二氮嗪
二氮嗪,adverse_reaction,恶心
恶心,adverse_reaction_of,二氮嗪
奥氮平,adverse_reaction,水肿
水肿,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,幻觉
幻觉,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,震颤
震颤,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,痴呆
痴呆,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,精神疾病
精神疾病,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,头晕....
头晕....,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,肝炎
肝炎,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,焦虑障碍
焦虑障碍,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,嗜睡
嗜睡,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,呕吐
呕吐,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,肥胖
肥胖,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,抑郁症
抑郁症,adverse_reaction_of,奥氮平
奥氮平,adverse_reaction,恶心
恶心,adverse_reaction_of,奥氮平
奥氮平,to_treat,精神疾病
精神疾病,treated_by,奥氮平
长春胺,adverse_reaction,口干
口干,adverse_reaction_of,长春胺
长春胺,adverse_reaction,头痛
头痛,adverse_reaction_of,长春胺
长春胺,adverse_reaction,呕吐
呕吐,adverse_reaction_of,长春胺
长春胺,adverse_reaction,胸闷
胸闷,adverse_reaction_of,长春胺
长春胺,adverse_reaction,恶心
恶心,adverse_reaction_of,长春胺
长春胺,to_treat,耳鸣
耳鸣,treated_by,长春胺
长春胺,to_treat,头晕....
头晕....,treated_by,长春胺
长春胺,to_treat,动脉硬化
动脉硬化,treated_by,长春胺
长春胺,to_treat,眩晕
眩晕,treated_by,长春胺
奥利司他,to_treat,胰岛素依赖性糖尿病
胰岛素依赖性糖尿病,treated_by,奥利司他
奥利司他,to_treat,肥胖
肥胖,treated_by,奥利司他
奥利司他,to_treat,高血压
高血压,treated_by,奥利司他
奥利司他,adverse_reaction,胰腺炎
胰腺炎,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,大便失禁
大便失禁,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,腹痛
腹痛,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,流行性感冒
流行性感冒,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,月经失调
月经失调,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,肝炎
肝炎,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,头痛
头痛,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,肝功能衰竭
肝功能衰竭,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,上呼吸道感染
上呼吸道感染,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,泌尿道感染
泌尿道感染,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,腹部不适
腹部不适,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,皮疹
皮疹,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,恶心
恶心,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,胃肠道癌
胃肠道癌,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,瘙痒
瘙痒,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,高血压
高血压,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,呼吸道感染
呼吸道感染,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,血管神经性水肿
血管神经性水肿,adverse_reaction_of,奥利司他
奥利司他,adverse_reaction,肝衰竭
肝衰竭,adverse_reaction_of,奥利司他
双氯芬酸,to_treat,滑囊炎
滑囊炎,treated_by,双氯芬酸
双氯芬酸,to_treat,感染
感染,treated_by,双氯芬酸
双氯芬酸,to_treat,风湿性关节炎
风湿性关节炎,treated_by,双氯芬酸
双氯芬酸,to_treat,背痛
背痛,treated_by,双氯芬酸
双氯芬酸,to_treat,腱鞘炎
腱鞘炎,treated_by,双氯芬酸
双氯芬酸,to_treat,痛经
痛经,treated_by,双氯芬酸
双氯芬酸,to_treat,疼痛
疼痛,treated_by,双氯芬酸
双氯芬酸,to_treat,骨关节炎
骨关节炎,treated_by,双氯芬酸
双氯芬酸,to_treat,骨性关节炎
骨性关节炎,treated_by,双氯芬酸
双氯芬酸,to_treat,肩关节周围炎
肩关节周围炎,treated_by,双氯芬酸
双氯芬酸,to_treat,肌腱炎
肌腱炎,treated_by,双氯芬酸
双氯芬酸,to_treat,牙痛
牙痛,treated_by,双氯芬酸
双氯芬酸,to_treat,关节疼痛
