HEAD,RELATION,TAIL
物理性变应性荨麻疹,related_to,荨麻疹
荨麻疹,related_to,物理性变应性荨麻疹
物理性变应性荨麻疹,related_to,皮疹
皮疹,related_to,物理性变应性荨麻疹
物理性变应性荨麻疹,related_to,急性荨麻疹
急性荨麻疹,related_to,物理性变应性荨麻疹
物理性变应性荨麻疹,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,物理性变应性荨麻疹
物理性变应性荨麻疹,treated_by,低分子肝素
低分子肝素,to_treat,物理性变应性荨麻疹
物理性变应性荨麻疹,check_item,核磁共振成像mri
核磁共振成像mri,checked_for,物理性变应性荨麻疹
双歧杆菌四联活菌片,to_treat,功能性消化不良
功能性消化不良,treated_by,双歧杆菌四联活菌片
双歧杆菌四联活菌片,to_treat,腹泻病
腹泻病,treated_by,双歧杆菌四联活菌片
双歧杆菌四联活菌片,to_treat,便秘
便秘,treated_by,双歧杆菌四联活菌片
双歧杆菌四联活菌片,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,双歧杆菌四联活菌片
双歧杆菌四联活菌片,to_treat,皮疹
皮疹,treated_by,双歧杆菌四联活菌片
子宫内膜癌,contains_symptom,阴道流血
阴道流血,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,感染
感染,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,腹胀
腹胀,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,疼痛...
疼痛...,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,胰岛素抵抗
胰岛素抵抗,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,出血
出血,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,腹痛
腹痛,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,恶心
恶心,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,腹泻病
腹泻病,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,贫血
贫血,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,阴道出血
阴道出血,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,皮疹
皮疹,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,结节
结节,symptom_of,子宫内膜癌
子宫内膜癌,contains_symptom,淋巴结节
淋巴结节,symptom_of,子宫内膜癌
子宫内膜癌,check_item,宫腔镜检查
宫腔镜检查,checked_for,子宫内膜癌
子宫内膜癌,treated_by,甲羟孕酮
甲羟孕酮,to_treat,子宫内膜癌
子宫内膜癌,treated_by,雄激素过多
雄激素过多,to_treat,子宫内膜癌
子宫内膜癌,complication_to,感染
感染,complication_to,子宫内膜癌
子宫内膜癌,caused_by,围绝经期功能失调性子宫出血
围绝经期功能失调性子宫出血,lead_to,子宫内膜癌
子宫内膜癌,related_to,肿瘤
肿瘤,related_to,子宫内膜癌
子宫内膜癌,related_to,出血
出血,related_to,子宫内膜癌
子宫内膜癌,related_to,癌症
癌症,related_to,子宫内膜癌
子宫内膜癌,related_to,宫颈癌
宫颈癌,related_to,子宫内膜癌
脱髓鞘,contains_symptom,急性播散性脑脊髓炎
急性播散性脑脊髓炎,symptom_of,脱髓鞘
脱髓鞘,contains_symptom,瘫痪
瘫痪,symptom_of,脱髓鞘
脱髓鞘,contains_symptom,抽搐
抽搐,symptom_of,脱髓鞘
脱髓鞘,contains_symptom,头痛
头痛,symptom_of,脱髓鞘
脱髓鞘,contains_symptom,震颤
震颤,symptom_of,脱髓鞘
脱髓鞘,contains_symptom,无力
无力,symptom_of,脱髓鞘
脱髓鞘,contains_symptom,乏力
乏力,symptom_of,脱髓鞘
脱髓鞘,contains_symptom,头晕
头晕,symptom_of,脱髓鞘
脱髓鞘,contains_symptom,高血压
高血压,symptom_of,脱髓鞘
脱髓鞘,check_item,急性播散性脑脊髓炎
急性播散性脑脊髓炎,checked_for,脱髓鞘
脱髓鞘,treated_by,急性播散性脑脊髓炎
急性播散性脑脊髓炎,to_treat,脱髓鞘
脱髓鞘,related_to,癫痫持续状态
癫痫持续状态,related_to,脱髓鞘
脱髓鞘,related_to,低度恶性胶质瘤
低度恶性胶质瘤,related_to,脱髓鞘
脱髓鞘,related_to,高脂血症
高脂血症,related_to,脱髓鞘
卵巢恶性中胚叶混合瘤,check_item,腹腔镜检查
腹腔镜检查,checked_for,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,contains_symptom,腹水
腹水,symptom_of,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,contains_symptom,出血
出血,symptom_of,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,contains_symptom,贫血
贫血,symptom_of,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,contains_symptom,腹胀
腹胀,symptom_of,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,contains_symptom,腹痛
腹痛,symptom_of,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,contains_symptom,结节
结节,symptom_of,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,contains_symptom,息肉
息肉,symptom_of,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,treated_by,伊立替康
伊立替康,to_treat,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,treated_by,多西紫杉醇
多西紫杉醇,to_treat,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,treated_by,环磷酰胺
环磷酰胺,to_treat,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,related_to,腹部损伤
腹部损伤,related_to,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,related_to,肿瘤
肿瘤,related_to,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,related_to,类肉瘤病
类肉瘤病,related_to,卵巢恶性中胚叶混合瘤
卵巢恶性中胚叶混合瘤,treated_by,齐多夫定拉米夫定
齐多夫定拉米夫定,to_treat,卵巢恶性中胚叶混合瘤
莲花,to_treat,急性上呼吸道感染
急性上呼吸道感染,treated_by,莲花
莲花,to_treat,病毒感染
病毒感染,treated_by,莲花
莲花,to_treat,发热
发热,treated_by,莲花
莲花,to_treat,......咳嗽
......咳嗽,treated_by,莲花
克林霉素,to_treat,肺炎
肺炎,treated_by,克林霉素
克林霉素,to_treat,扁桃体炎
扁桃体炎,treated_by,克林霉素
克林霉素,to_treat,感染
感染,treated_by,克林霉素
克林霉素,to_treat,前列腺炎
前列腺炎,treated_by,克林霉素
克林霉素,to_treat,骨髓炎
骨髓炎,treated_by,克林霉素
克林霉素,to_treat,尿道炎
尿道炎,treated_by,克林霉素
克林霉素,to_treat,气管炎
气管炎,treated_by,克林霉素
克林霉素,to_treat,泌尿道感染
泌尿道感染,treated_by,克林霉素
克林霉素,to_treat,支气管炎
支气管炎,treated_by,克林霉素
克林霉素,to_treat,痘印
痘印,treated_by,克林霉素
克林霉素,to_treat,......咳嗽
......咳嗽,treated_by,克林霉素
克林霉素,to_treat,痤疮
痤疮,treated_by,克林霉素
克林霉素,to_treat,寻常痤疮
寻常痤疮,treated_by,克林霉素
克林霉素,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,水肿
水肿,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,头晕
头晕,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,皮疹
皮疹,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,疼痛...
疼痛...,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,.
.,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,瘙痒
瘙痒,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,恶心
恶心,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,懒惰白细胞综合征
懒惰白细胞综合征,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,胸闷
胸闷,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,荨麻疹
荨麻疹,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,过敏性休克
过敏性休克,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,呕吐
呕吐,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,发热
发热,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,肾功能衰竭
肾功能衰竭,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,乏力
乏力,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,休克
休克,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,肝功能异常
肝功能异常,adverse_reaction_of,克林霉素
克林霉素,adverse_reaction,皮肤瘙痒
皮肤瘙痒,adverse_reaction_of,克林霉素
克林霉素,to_treat,毒蛇咬伤
毒蛇咬伤,treated_by,克林霉素
血管性痴呆,contains_symptom,高血压
高血压,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,中风
中风,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,瘫痪
瘫痪,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,脑缺血灶
脑缺血灶,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,谵妄
谵妄,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,高脂血症
高脂血症,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,抑郁
抑郁,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,肾功能衰竭
肾功能衰竭,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,眩晕
眩晕,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,糖尿病
糖尿病,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,脑病
脑病,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,出血
出血,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,动脉硬化
动脉硬化,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,抽搐
抽搐,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,失眠症
失眠症,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,血栓形成
血栓形成,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,偏瘫
偏瘫,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,高血压脑出血
高血压脑出血,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,头痛
头痛,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,震颤
震颤,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,痴呆
痴呆,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,头晕
头晕,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,耳鸣
耳鸣,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,硬化
硬化,symptom_of,血管性痴呆
血管性痴呆,contains_symptom,疼痛...
疼痛...,symptom_of,血管性痴呆
血管性痴呆,treated_by,尿促性素
尿促性素,to_treat,血管性痴呆
血管性痴呆,complication_to,抑郁
抑郁,complication_to,血管性痴呆
血管性痴呆,complication_to,感染
感染,complication_to,血管性痴呆
血管性痴呆,treated_by,脑蛋白水解物
脑蛋白水解物,to_treat,血管性痴呆
血管性痴呆,treated_by,尼莫地平
尼莫地平,to_treat,血管性痴呆
血管性痴呆,treated_by,阿司匹林
阿司匹林,to_treat,血管性痴呆
血管性痴呆,treated_by,氟桂利嗪
氟桂利嗪,to_treat,血管性痴呆
血管性痴呆,caused_by,缺血性脑卒中
缺血性脑卒中,lead_to,血管性痴呆
血管性痴呆,related_to,内分泌性肌病
内分泌性肌病,related_to,血管性痴呆
血管性痴呆,related_to,糖尿病
糖尿病,related_to,血管性痴呆
血管性痴呆,related_to,出血
出血,related_to,血管性痴呆
神经官能症,contains_symptom,乏力
乏力,symptom_of,神经官能症
神经官能症,contains_symptom,头晕
头晕,symptom_of,神经官能症
神经官能症,contains_symptom,心悸
心悸,symptom_of,神经官能症
神经官能症,contains_symptom,便秘
便秘,symptom_of,神经官能症
神经官能症,contains_symptom,头痛
头痛,symptom_of,神经官能症
神经官能症,contains_symptom,胸闷
胸闷,symptom_of,神经官能症
神经官能症,contains_symptom,疼痛...
疼痛...,symptom_of,神经官能症
神经官能症,contains_symptom,气短
气短,symptom_of,神经官能症
神经官能症,contains_symptom,腹泻病
腹泻病,symptom_of,神经官能症
神经官能症,contains_symptom,紧张
紧张,symptom_of,神经官能症
神经官能症,contains_symptom,抑郁
抑郁,symptom_of,神经官能症
神经官能症,contains_symptom,器质性弱视
器质性弱视,symptom_of,神经官能症
神经官能症,contains_symptom,心电图异常
心电图异常,symptom_of,神经官能症
神经官能症,contains_symptom,注意力缺乏多动症
注意力缺乏多动症,symptom_of,神经官能症
神经官能症,treated_by,氟哌噻吨美利曲辛
氟哌噻吨美利曲辛,to_treat,神经官能症
神经官能症,treated_by,谷维素
谷维素,to_treat,神经官能症
坐骨神经损伤,check_item,肌电图检查
肌电图检查,checked_for,坐骨神经损伤
坐骨神经损伤,contains_symptom,肌肉萎缩
肌肉萎缩,symptom_of,坐骨神经损伤
坐骨神经损伤,related_to,股骨头骨折
股骨头骨折,related_to,坐骨神经损伤
坐骨神经损伤,related_to,尺神经损伤
尺神经损伤,related_to,坐骨神经损伤
坐骨神经损伤,related_to,骨折
骨折,related_to,坐骨神经损伤
坐骨神经损伤,related_to,腓总神经损伤
腓总神经损伤,related_to,坐骨神经损伤
坐骨神经损伤,related_to,髋关节炎
髋关节炎,related_to,坐骨神经损伤
坐骨神经损伤,related_to,股骨头缺血性坏死
股骨头缺血性坏死,related_to,坐骨神经损伤
盐酸坦索罗辛缓释胶囊,adverse_reaction,.
.,adverse_reaction_of,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,adverse_reaction,阴茎异常勃起
阴茎异常勃起,adverse_reaction_of,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,adverse_reaction,腹泻病
腹泻病,adverse_reaction_of,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,adverse_reaction,恶心
恶心,adverse_reaction_of,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,adverse_reaction,便秘
便秘,adverse_reaction_of,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,adverse_reaction,呕吐
呕吐,adverse_reaction_of,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,to_treat,前列腺增生
前列腺增生,treated_by,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,to_treat,发热
发热,treated_by,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,to_treat,尿常规异常
尿常规异常,treated_by,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,to_treat,前列腺癌
前列腺癌,treated_by,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,to_treat,前列腺炎
前列腺炎,treated_by,盐酸坦索罗辛缓释胶囊
盐酸坦索罗辛缓释胶囊,to_treat,种痘并发症
种痘并发症,treated_by,盐酸坦索罗辛缓释胶囊
十味蒂达胶囊,to_treat,胆石症
胆石症,treated_by,十味蒂达胶囊
十味蒂达胶囊,to_treat,胆囊炎
胆囊炎,treated_by,十味蒂达胶囊
十味蒂达胶囊,to_treat,恶心
恶心,treated_by,十味蒂达胶囊
十味蒂达胶囊,to_treat,腹痛
腹痛,treated_by,十味蒂达胶囊
十味蒂达胶囊,to_treat,胃胀
胃胀,treated_by,十味蒂达胶囊
十味蒂达胶囊,to_treat,慢性胆囊炎
慢性胆囊炎,treated_by,十味蒂达胶囊
十味蒂达胶囊,to_treat,胃病
胃病,treated_by,十味蒂达胶囊
十味蒂达胶囊,to_treat,胰腺炎
胰腺炎,treated_by,十味蒂达胶囊
十味蒂达胶囊,to_treat,急性胆囊炎
急性胆囊炎,treated_by,十味蒂达胶囊
十味蒂达胶囊,to_treat,肾结石
肾结石,treated_by,十味蒂达胶囊
山楂,to_treat,腹痛
腹痛,treated_by,山楂
山楂,to_treat,疼痛...
疼痛...,treated_by,山楂
山楂,to_treat,刺痛
刺痛,treated_by,山楂
山楂,to_treat,胃石症
胃石症,treated_by,山楂
山楂,to_treat,腹泻病
腹泻病,treated_by,山楂
山楂,to_treat,溃疡
溃疡,treated_by,山楂
山楂,to_treat,腹胀
腹胀,treated_by,山楂
多汗症,related_to,......咳嗽
......咳嗽,related_to,多汗症
多汗症,related_to,代偿性多汗症
代偿性多汗症,related_to,多汗症
多汗症,related_to,种痘并发症
种痘并发症,related_to,多汗症
多汗症,related_to,甲状旁腺功能亢进症
甲状旁腺功能亢进症,related_to,多汗症
多汗症,related_to,内脏动脉慢性闭塞
内脏动脉慢性闭塞,related_to,多汗症
肌钙蛋白检查,related_to,心肌梗塞
心肌梗塞,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,心绞痛
心绞痛,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,胸痛
胸痛,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,心电图异常
心电图异常,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,心肌缺血
心肌缺血,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,心律失常
心律失常,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,胸闷
胸闷,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,病毒性心肌炎
病毒性心肌炎,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,心肌炎
心肌炎,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,充血性心力衰竭
充血性心力衰竭,related_to,肌钙蛋白检查
肌钙蛋白检查,related_to,心肌桥
心肌桥,related_to,肌钙蛋白检查
房性期前收缩,complication_to,心动过速
